,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer,Price_km
1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,18.0,BMW,1176.7903999999999
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11.64,Skoda,1169.7839999999999
1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.99,Toyota,716.795
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,5.25,Volkswagen,966.115
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.95,Hyundai,1433.59
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,2.65,Tata,1310.1766
1489,Volkswagen Vento Petrol Highline,Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.0,Volkswagen,1047.2351999999998
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,12.5,Hyundai,1097.008
1491,Maruti Ritz VXI,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25,Maruti,1469.193
1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,Petrol,Manual,First,13.1,1997.0,141.1,5.0,4.0,Honda,912.1529999999999
1493,Mahindra XUV500 W8 2WD,Delhi,2012,75000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6.25,Mahindra,941.183
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5.8,Volkswagen,1350.0678
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.0,Tata,1223.3990999999999
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,58.73,Jaguar,804.057
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17.49,Toyota,994.3163999999999
1498,Maruti A-Star Vxi,Pune,2011,69000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,1.95,Maruti,1322.9699999999998
1499,Honda Accord VTi-L (AT),Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,3.0,Honda,772.8929999999999
1500,Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.5,Hyundai,1183.71
1501,Toyota Fortuner 4x2 AT,Delhi,2013,123000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,Toyota,782.2415
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,14.5,Mercedes-Benz,817.4562
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.79,Maruti,1707.2187
1504,Maruti Ertiga VDI,Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8.27,Maruti,1294.5941
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,97.07,Land,788.4745
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2.15,Chevrolet,898.227
1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3.0,Honda,898.227
1508,BMW X3 xDrive20d,Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28.79,BMW,1002.8897
1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45,Skoda,1246.6
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95,Maruti,1458.522
1511,Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0,Volvo,1452.289
1512,Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,Maruti,1218.5249999999999
1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5,Land,791.5909999999999
1514,Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.6,Honda,814.6709999999999
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48,Toyota,809.6667
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1,Toyota,782.2415
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17,Honda,1302.081
1518,Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,Honda,1183.71
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15,Maruti,1770.1719999999998
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5,Nissan,1348.8212
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5,Toyota,809.6667
1522,Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37,Honda,1350.822
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45,Volkswagen,1047.2351999999998
1524,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25,Mahindra,997.28
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7,Ford,1433.59
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99,Skoda,1104.4876
1527,Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,Hyundai,1417.6668
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0,Toyota,797.8240000000001
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69,Tata,1287.1145
1530,Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,Maruti,1427.357
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5,Skoda,1353.8075999999999
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55,Toyota,852.6744
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2,Hyundai,1184.4063
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87,Honda,1211.562
1535,Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,Honda,1620.58
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen,1280.2582
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0,Audi,759.8027
1538,Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79,Maruti,1583.3861999999997
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9,Tata,1316.4096
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85,Hyundai,1064.6426999999999
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0,Mercedes-Benz,747.96
1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25,Mahindra,1031.5615
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75,Hyundai,1391.2056
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29,Ford,1626.813
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5,Mini,1290.231
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6,Maruti,974.8199999999999
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1,Mahindra,1310.7999
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98,Mercedes-Benz,885.7093
1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73,Renault,1184.8933
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5,Maruti,1458.522
1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35,Volkswagen,1146.8060999999998
1552,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13,Mahindra,997.28
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9,Volkswagen,1146.8060999999998
1554,Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9,Maruti,1469.193
1555,Chevrolet Optra 1.6 Elite,Pune,2005,150000,Petrol,Manual,First,14.7,1598.0,,5.0,1.5,Chevrolet,1023.5609999999999
1556,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95,Toyota,797.8240000000001
1557,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0,Honda,1620.58
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23,Volkswagen,1183.71
1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81,Maruti,1340.095
1560,Maruti Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5,Maruti,1295.118
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,Hyundai,1226.0311000000002
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0,Audi,752.3231
1563,Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96,Maruti,1371.7109999999998
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,Honda,1608.114
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5,Volkswagen,1142.5088999999998
1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75,Hyundai,1215.435
1567,Maruti Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08,Maruti,1316.0069999999998
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5,Land,798.4473
1569,Honda City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0,Honda,1239.414
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5,Mercedes-Benz,1026.3462
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6,Maruti,1428.1113
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3,Hyundai,1391.2056
1573,Maruti Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,8.35,Maruti,735.0
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9,Volkswagen,1063.3498
1575,BMW X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75,BMW,938.6898
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85,Hyundai,1495.92
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25,Mercedes-Benz,810.29
1578,Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,,7.0,7.0,Mahindra,847.688
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75,Hyundai,1316.0069999999998
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65,Hyundai,1417.6668
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5,Volkswagen,1204.8389
1582,Skoda Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5,Skoda,1101.3711
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,72.94,Audi,919.3675
1584,Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,Toyota,716.795
1585,Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02,Maruti,1316.0069999999998
1586,Hyundai EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32,Hyundai,1469.193
1587,Honda Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24,Honda,1350.822
1588,Maruti Alto 800 VXI,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35,Maruti,1583.3861999999997
1589,Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5,Mahindra,994.7868
1590,Honda City i VTEC SV,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75,Honda,1239.414
1591,Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15,Skoda,1044.4499999999998
1592,Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45,Maruti,1531.86
1593,Hyundai EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3,Hyundai,1469.193
1594,Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21,Maruti,1451.7855
1595,Nissan Micra XV CVT,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21,Nissan,1346.6442
1596,Audi Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99,Audi,577.929
1597,Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1,Maruti,1109.474
1598,Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5,Tata,840.8317
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0,Volkswagen,1255.3262
1600,Honda City i VTEC SV,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73,Honda,1239.414
1601,Honda City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8,Honda,1211.562
1602,Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3,Maruti,1121.0430000000001
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42,Volkswagen,1255.3262
1604,Chevrolet Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0,Chevrolet,779.125
1605,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0,Mahindra,997.28
1606,Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38,Honda,1608.114
1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai,1183.71
1608,Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87,Maruti,1428.1113
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25,Volkswagen,1057.1168
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28,Maruti,1443.4298999999999
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25,Mahindra,734.8706999999999
1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15,Chevrolet,1062.5538
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,Maruti,1443.4298999999999
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai,1433.59
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56,Honda,1302.081
1616,Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08,Mahindra,997.28
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,Hyundai,1183.71
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,Hyundai,1391.2056
1619,Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2,Hyundai,1379.3702999999998
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,Maruti,1608.453
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,Skoda,1300.2038
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,Maruti,1570.716
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0,Hyundai,1114.08
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,Hyundai,1417.6668
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25,Ford,1148.895
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6,Mercedes-Benz,716.795
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,Maruti,1570.716
1628,Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45,Maruti,1121.0430000000001
1629,Maruti Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5,Maruti,1121.0430000000001
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75,Hyundai,1064.6426999999999
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29,BMW,1062.7265
1632,Ford Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6,Ford,960.894
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,Ford,1414.8909999999998
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,Maruti,1443.4298999999999
1635,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0,Volkswagen,1142.5088999999998
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0,Honda,1701.609
1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74,Audi,1066.4663
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai,1495.92
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0,Mercedes-Benz,747.96
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79,Toyota,809.6667
1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0,Nissan,1180.2285
1642,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75,Skoda,1246.6
1643,Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4,Chevrolet,1008.9386999999999
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75,Honda,1508.386
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4,Maruti,1315.163
1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89,Volkswagen,1146.8060999999998
1647,Nissan Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95,Nissan,921.9011999999999
1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49,Maruti,1182.3174
1649,Toyota Etios Liva GD,Pune,2011,32000,Diesel,Manual,First,23.59,1364.0,,5.0,3.85,Toyota,1470.3646999999999
1650,Honda City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35,Honda,1183.71
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08,Hyundai,1316.0069999999998
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0,Jaguar,847.688
1653,Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25,Mahindra,751.0765
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15,Mercedes-Benz,817.4562
1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75,Skoda,953.9309999999999
1656,Chevrolet Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65,Chevrolet,1128.173
1657,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75,Mahindra,751.0765
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78,Hyundai,1190.673
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75,Hyundai,1433.59
1660,Honda City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99,Honda,1141.9319999999998
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,Hyundai,1417.6668
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65,Honda,1608.114
