,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Manufacturer,Price_km
2400,Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,1199.0,88.7,5.0,7.25,Honda,1322.9699999999998
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,2993.0,255.0,7.0,41.6,Land,1121.94
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,1399.0,68.05,5.0,2.95,Ford,1246.6
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,1497.0,117.3,5.0,8.09,Honda,1239.414
1594,Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,1197.0,83.14,5.0,6.21,Maruti,1451.7855
1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,1197.0,80.0,5.0,3.4,Hyundai,1288.155
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,1197.0,81.86,5.0,5.07,Hyundai,1316.0069999999998
3994,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,2967.0,241.4,7.0,48.76,Audi,752.3231
923,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,2982.0,171.0,7.0,10.85,Toyota,716.795
4145,Hyundai Creta 1.6 VTVT S,Pune,2016,26000,Petrol,Manual,First,1591.0,121.3,5.0,12.5,Hyundai,1064.6426999999999
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,998.0,66.1,5.0,2.0,Maruti,1322.9699999999998
669,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,1497.0,117.3,5.0,6.16,Honda,1211.562
3892,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,1197.0,82.0,5.0,5.72,Hyundai,1316.0069999999998
1910,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,1794.0,125.0,5.0,2.05,Toyota,933.0419999999999
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,799.0,53.64,5.0,2.25,Datsun,1580.6009999999999
1152,Maruti Wagon R VXI BSIII,Chennai,2013,79000,Petrol,Manual,First,998.0,67.1,5.0,3.0,Maruti,1316.0069999999998
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,1498.0,88.8,5.0,7.38,Volkswagen,1255.3262
5789,Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,799.0,53.3,5.0,3.8,Renault,1752.5871
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,1995.0,184.0,5.0,19.9,BMW,1176.7903999999999
2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,1198.0,82.0,6.0,5.6,Mahindra,1263.7844999999998
2591,Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,1197.0,81.83,5.0,5.4,Hyundai,1295.118
5083,Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,1798.0,138.0,5.0,3.55,Toyota,1011.7238999999998
1781,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,2494.0,102.0,7.0,10.4,Toyota,797.8240000000001
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,1186.0,73.97,5.0,5.92,Hyundai,1495.92
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,998.0,67.04,5.0,3.49,Maruti,1608.453
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,Second,1599.0,103.2,5.0,2.6,Hyundai,967.857
2307,Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,796.0,46.3,5.0,1.2,Maruti,1371.7109999999998
6013,Honda Amaze VX i-DTEC,Coimbatore,2015,70602,Diesel,Manual,First,1498.0,98.6,5.0,4.83,Honda,1608.114
687,Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,1798.0,160.0,5.0,6.0,Skoda,914.9381999999999
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,1498.0,98.6,5.0,7.48,Honda,1701.609
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,1497.0,116.3,5.0,6.49,Honda,1169.7839999999999
612,Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,Petrol,Manual,First,1150.0,76.0,5.0,2.44,Chevrolet,1023.5609999999999
3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,1598.0,103.6,5.0,3.75,Volkswagen,1002.6719999999999
5109,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,1120.0,70.0,5.0,3.96,Hyundai,1495.92
2267,Toyota Qualis RS E2,Pune,2004,215750,Diesel,Manual,Second,2446.0,,10.0,3.5,Toyota,0.0
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,1199.0,84.0,5.0,6.94,Tata,1659.9792
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,2143.0,136.0,5.0,27.87,Mercedes-Benz,1115.7069999999999
39,Volkswagen Polo Diesel Trendline 1.2L,Chennai,2013,62000,Diesel,Manual,First,1199.0,73.9,5.0,5.0,Volkswagen,1375.6231
1898,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,1199.0,88.7,5.0,4.75,Honda,1302.081
1649,Toyota Etios Liva GD,Pune,2011,32000,Diesel,Manual,First,1364.0,67.04,5.0,3.85,Toyota,1470.3646999999999
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,1197.0,81.83,5.0,6.72,Hyundai,1295.118
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,1197.0,81.8,5.0,5.95,Maruti,1420.4519999999998
2924,Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,2179.0,187.7,5.0,44.83,Land,791.5909999999999
2434,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,Petrol,Manual,First,1197.0,81.86,5.0,3.45,Hyundai,1329.933
847,Ford Figo Diesel ZXI,Hyderabad,2013,51000,Diesel,Manual,First,1399.0,68.05,5.0,3.2,Ford,1246.6
2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,1995.0,184.0,5.0,28.0,BMW,1176.7903999999999
4411,Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,998.0,58.16,5.0,3.77,Maruti,1117.2
5095,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,2982.0,168.5,7.0,16.1,Toyota,810.29
4556,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,1248.0,74.0,5.0,7.95,Maruti,1657.3546999999999
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,1120.0,71.0,5.0,4.4,Hyundai,1520.8519999999999
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,Diesel,Automatic,First,2143.0,204.0,5.0,32.25,Mercedes-Benz,810.29
1127,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,Petrol,Manual,First,796.0,35.0,5.0,3.11,Maruti,974.8199999999999
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,1172.0,67.0,5.0,2.6,Fiat,1093.1909999999998
1967,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,1197.0,82.0,5.0,5.43,Hyundai,1316.0069999999998
558,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,First,1498.0,108.4,5.0,10.5,Skoda,1317.0329
904,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,2143.0,167.62,5.0,27.0,Mercedes-Benz,1201.0991
2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,1248.0,74.0,5.0,6.95,Maruti,1458.522
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,First,1199.0,73.9,5.0,2.75,Volkswagen,1375.6231
2211,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,2143.0,170.0,5.0,14.5,Mercedes-Benz,924.9771999999999
1320,BMW 3 Series 320d Luxury Line,Kochi,2013,37613,Diesel,Automatic,First,1995.0,190.0,5.0,13.95,BMW,1414.2677
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,1598.0,105.0,5.0,4.75,Volkswagen,1030.524
2555,Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,1498.0,98.6,5.0,6.1,Honda,1608.114
7,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2016,36000,Diesel,Automatic,First,2755.0,171.5,8.0,17.5,Toyota,708.0687999999999
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,1197.0,81.8,5.0,4.65,Maruti,1420.4519999999998
5089,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,2143.0,170.0,5.0,14.0,Mercedes-Benz,924.9771999999999
4394,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,1798.0,138.03,5.0,14.6,Toyota,994.3163999999999
4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,1794.0,138.1,5.0,7.5,Toyota,1011.7238999999998
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,1598.0,103.5,5.0,3.49,Volkswagen,1120.3466999999998
1450,Maruti Swift Dzire VXi,Chennai,2012,49000,Petrol,Manual,First,1298.0,85.8,5.0,4.9,Maruti,1218.5249999999999
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Petrol,Manual,Second,1799.0,130.2,5.0,3.35,Honda,1030.524
2426,Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,1061.0,64.0,5.0,1.65,Maruti,974.8199999999999
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,1497.0,117.3,7.0,8.0,Honda,1072.302
1814,Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,1582.0,126.24,5.0,6.25,Hyundai,1414.8909999999998
2726,Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,1493.0,110.0,5.0,5.1,Hyundai,1047.144
773,Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,1197.0,85.8,5.0,1.5,Maruti,1288.155
2274,Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,1461.0,108.45,5.0,5.4,Renault,1184.8933
1011,Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,1198.0,86.8,5.0,4.15,Honda,1148.895
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,1298.0,85.8,5.0,3.0,Maruti,1218.5249999999999
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,1598.0,103.6,5.0,7.72,Skoda,995.709
1991,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,1956.0,170.0,5.0,17.02,Jeep,1065.843
1277,Honda City 1.5 V MT,Bangalore,2011,66000,Petrol,Manual,First,1497.0,118.0,5.0,4.9,Honda,1183.71
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,998.0,67.0,5.0,5.23,Maruti,1566.675
4767,Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,1493.0,100.0,5.0,1.1,Honda,891.264
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,1598.0,103.5,5.0,7.1,Volkswagen,1120.3466999999998
880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,Petrol,Automatic,First,998.0,67.04,5.0,5.0,Maruti,1608.453
4072,Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,First,1197.0,81.83,5.0,5.95,Hyundai,1295.118
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,1461.0,108.45,5.0,5.75,Renault,1184.8933
2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,1396.0,88.76,5.0,5.9,Hyundai,1320.7727
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,1248.0,88.5,5.0,7.9,Maruti,1514.619
781,Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,1399.0,68.0,5.0,4.08,Ford,1246.6
2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,1197.0,83.1,5.0,7.0,Maruti,1490.0819999999999
5845,BMW 5 Series 525d Sedan,Mumbai,2013,35000,Diesel,Automatic,First,2993.0,218.0,5.0,21.0,BMW,1042.7809
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,1061.0,64.0,5.0,2.62,Maruti,1267.2659999999998
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,2494.0,102.0,8.0,5.7,Toyota,797.8240000000001
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,1120.0,71.0,5.0,4.5,Hyundai,1520.8519999999999
2791,Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,1461.0,78.0,5.0,3.49,Renault,1358.794
2423,BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,1995.0,190.0,5.0,17.99,BMW,1414.2677
5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,1950.0,194.0,5.0,35.0,Mercedes-Benz,0.0
5180,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,Second,1798.0,157.75,5.0,4.95,Skoda,953.9309999999999
883,Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,1086.0,68.05,5.0,3.41,Hyundai,1379.3702999999998
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,1248.0,73.9,5.0,2.95,Maruti,1315.163
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,Petrol,Automatic,First,1197.0,78.9,5.0,3.45,Hyundai,1180.2285
4351,Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,1298.0,,5.0,0.7,Maruti,1107.117
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,1997.0,140.0,7.0,13.5,Mahindra,997.28
531,BMW 3 Series 320i Sedan,Coimbatore,2010,48394,Petrol,Automatic,First,1995.0,154.0,5.0,10.49,BMW,839.0415
3606,Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,1497.0,117.3,5.0,6.95,Honda,1239.414
2438,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,1248.0,73.75,5.0,4.0,Maruti,1770.1719999999998
4872,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,1396.0,53.5,5.0,0.85,Tata,1072.076
4828,Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,1598.0,103.6,5.0,4.8,Volkswagen,941.8063
3973,Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,1498.0,98.6,5.0,4.9,Honda,1564.483
4921,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,1197.0,81.83,5.0,5.75,Hyundai,1295.118
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,1248.0,74.0,5.0,5.22,Maruti,1770.1719999999998
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,1150.0,74.9,5.0,0.99,Chevrolet,1062.5538
610,Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,38056,Diesel,Manual,First,1582.0,126.2,5.0,10.7,Hyundai,1489.687
570,Honda City 1.5 V MT,Kolkata,2011,42086,Petrol,Manual,First,1497.0,118.0,5.0,3.35,Honda,1183.71
5718,Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,1399.0,68.0,5.0,2.6,Ford,1246.6
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,1248.0,75.0,5.0,2.5,Fiat,1215.435
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,1248.0,88.5,5.0,7.15,Maruti,1514.619
587,Maruti Ertiga VDI,Kolkata,2013,53073,Diesel,Manual,First,1248.0,88.76,7.0,5.95,Maruti,1294.5941
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,1197.0,83.1,5.0,6.6,Maruti,1490.0819999999999
636,Honda BR-V i-DTEC VX MT,Kochi,2017,32249,Diesel,Manual,First,1498.0,98.6,7.0,10.79,Honda,1365.0269999999998
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,1461.0,108.45,5.0,13.37,Renault,1269.6621
1903,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,1896.0,66.0,5.0,1.6,Skoda,1165.571
97,Hyundai Verna Transform SX VGT CRDi,Ahmedabad,2010,70002,Diesel,Manual,First,1493.0,110.0,5.0,3.45,Hyundai,1009.746
4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,2987.0,210.0,5.0,17.09,Mercedes-Benz,905.1899999999999
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,1498.0,88.5,5.0,4.25,Volkswagen,1255.3262
3396,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,1341.0,61.0,5.0,1.8,Hyundai,1065.339
5729,Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,1798.0,157.75,5.0,5.35,Skoda,953.9309999999999
2069,Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,2179.0,140.0,7.0,9.0,Mahindra,941.183
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,2967.0,236.0,5.0,44.0,Audi,759.8027
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,1299.0,70.0,5.0,0.8,Ford,960.894
5178,Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,First,998.0,58.33,5.0,3.8,Maruti,1335.18
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,1968.0,143.0,5.0,19.25,Audi,1270.2854
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,1396.0,98.6,5.0,4.4,Hyundai,1044.4499999999998
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,1199.0,88.7,5.0,6.17,Honda,1302.081
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,2494.0,102.0,8.0,9.45,Toyota,797.8240000000001
5288,Mitsubishi Cedia Sports,Pune,2009,97000,Petrol,Manual,First,1999.0,114.0,5.0,3.0,Mitsubishi,917.0270999999999
528,Maruti Swift VXI Optional,Kochi,2017,31696,Petrol,Manual,First,1197.0,81.8,5.0,5.75,Maruti,1420.4519999999998
176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,1998.0,112.0,5.0,23.0,Mini,1034.678
2470,BMW 3 Series 320d M Sport,Kochi,2017,23806,Diesel,Automatic,First,1995.0,190.0,5.0,33.66,BMW,1414.2677
4531,Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,1497.0,118.0,5.0,3.25,Honda,1183.71
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,1248.0,74.0,5.0,3.96,Maruti,1458.522
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,1248.0,74.0,5.0,5.75,Maruti,1458.522
5806,Hyundai i10 Sportz 1.2,Kolkata,2015,28000,Petrol,Manual,First,1197.0,78.9,5.0,3.4,Hyundai,1417.6668
572,Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,Diesel,Automatic,First,1582.0,126.32,5.0,8.31,Hyundai,1391.2056
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,1497.0,117.3,5.0,10.0,Honda,1211.562
592,Toyota Fortuner 4x2 AT,Delhi,2013,71932,Diesel,Automatic,First,2982.0,168.5,7.0,16.5,Toyota,782.2415
4985,Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,1199.0,79.4,5.0,3.21,Chevrolet,1295.118
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,2967.0,241.4,7.0,34.88,Audi,752.3231
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,1248.0,74.0,5.0,5.25,Maruti,1770.1719999999998
2374,Hyundai i10 Magna,Kochi,2011,65423,Petrol,Manual,First,1197.0,78.9,5.0,3.16,Hyundai,1417.6668
3064,Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,1498.0,98.6,5.0,5.99,Honda,1564.483
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,1590.0,94.0,5.0,0.85,Maruti,1072.302
4342,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,3498.0,364.9,5.0,8.85,Mercedes-Benz,705.3519
4196,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,Diesel,Manual,First,2494.0,102.0,8.0,11.49,Toyota,797.8240000000001
2208,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,998.0,67.1,5.0,4.3,Maruti,1316.0069999999998
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,1399.0,67.0,5.0,4.45,Ford,1109.474
2492,Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,796.0,47.3,5.0,3.8,Maruti,1719.8609999999999
3919,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,1197.0,103.6,5.0,4.5,Volkswagen,1198.3323
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,1595.0,120.7,5.0,11.77,Mercedes-Benz,1030.524
852,Hyundai Santro Xing GL Plus,Kolkata,2013,31000,Petrol,Manual,First,1086.0,62.1,5.0,1.75,Hyundai,1247.7696
1880,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,1399.0,68.0,5.0,2.8,Ford,1109.474
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,2496.0,179.5,5.0,8.25,Nissan,770.8041
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,1086.0,68.05,5.0,4.27,Hyundai,1379.3702999999998
4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,1498.0,99.0,5.0,5.5,Ford,1609.9839
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,First,1968.0,138.1,5.0,8.0,Volkswagen,1057.1168
5182,Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,First,2149.0,139.07,7.0,8.0,Force,1059.61
5976,Maruti Wagon R LX BSIII,Delhi,2006,65771,Petrol,Manual,Second,1061.0,64.0,5.0,0.75,Maruti,1204.599
1105,Maruti Wagon R VXI,Coimbatore,2008,53934,Petrol,Manual,Second,998.0,67.1,5.0,2.69,Maruti,1316.0069999999998
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,1199.0,88.7,5.0,5.95,Honda,1322.9699999999998
2361,Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,1197.0,78.9,5.0,3.67,Hyundai,1417.6668
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,1598.0,103.5,5.0,3.65,Skoda,1277.7649999999999
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,2967.0,245.0,7.0,67.0,Audi,919.3675
2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,1984.0,132.0,5.0,12.0,Audi,752.004
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,1995.0,190.0,5.0,61.25,BMW,1156.8447999999999
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,1461.0,108.45,5.0,4.99,Renault,1184.8933
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,1582.0,126.2,5.0,13.75,Hyundai,1226.0311000000002
2246,Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,1598.0,103.6,5.0,5.5,Volkswagen,1280.2582
4127,Mercedes-Benz B Class B180,Delhi,2013,28000,Petrol,Automatic,First,1595.0,120.7,5.0,11.56,Mercedes-Benz,1030.524
5829,Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,799.0,53.3,5.0,4.29,Renault,1752.5871
1171,Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,Petrol,Manual,First,1598.0,103.6,5.0,3.0,Volkswagen,1047.2351999999998
3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,2993.0,235.0,5.0,18.0,BMW,716.795
3825,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,1461.0,84.8,5.0,6.0,Renault,1348.8212
1422,Chevrolet Beat LT,Mumbai,2014,54890,Petrol,Manual,Second,1199.0,76.8,5.0,2.45,Chevrolet,1239.414
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,1498.0,98.6,5.0,7.2,Honda,1701.609
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,1197.0,83.1,5.0,6.75,Maruti,1490.0819999999999
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,1364.0,67.04,5.0,3.85,Toyota,1470.3646999999999
5080,Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,2179.0,138.1,7.0,2.75,Tata,868.2569
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,1582.0,126.2,5.0,16.27,Hyundai,1277.7649999999999
1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,Diesel,Automatic,First,1968.0,174.3,5.0,39.5,Audi,882.5928
874,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,1968.0,140.0,5.0,12.5,Audi,1031.5615
2297,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,1499.0,110.4,5.0,6.9,Ford,1314.6144
